Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i3,2013,Middle East,White,Electric,Automatic,2.3,3461,107985,6308,Low
M3,2014,South America,Silver,Petrol,Automatic,3.2,61178,109299,7813,High
M3,2021,Middle East,Blue,Electric,Automatic,2.3,41311,96614,7555,High
i8,2024,Europe,Blue,Electric,Manual,1.6,118314,103499,1465,Low
i8,2024,South America,Silver,Hybrid,Automatic,2.8,18554,88907,1758,Low
X1,2024,North America,Red,Diesel,Automatic,3.0,82470,90753,1664,Low
7 Series,2016,North America,Red,Hybrid,Manual,4.3,12353,71844,7341,High
7 Series,2021,Asia,White,Hybrid,Manual,4.4,53201,111179,7582,High
3 Series,2013,South America,Grey,Electric,Automatic,3.0,44197,110615,1331,Low
X5,2014,Asia,Silver,Diesel,Automatic,4.0,183617,95343,3217,Low
7 Series,2020,South America,Red,Hybrid,Automatic,3.2,193486,117340,7521,High
i3,2011,Africa,Black,Hybrid,Automatic,4.5,146826,78925,4616,Low
X5,2013,Middle East,Black,Diesel,Automatic,3.7,35464,89202,7696,High
i3,2014,Africa,White,Electric,Manual,4.3,48748,71482,3841,Low
3 Series,2017,Asia,Grey,Diesel,Manual,1.8,180670,82545,5702,Low
i8,2015,South America,Black,Petrol,Manual,2.4,51820,115321,1920,Low
X5,2019,Europe,White,Petrol,Automatic,2.2,48106,83890,1119,Low
5 Series,2017,North America,Grey,Electric,Automatic,4.5,170015,75675,6060,Low
i8,2022,Africa,Red,Petrol,Automatic,2.0,173123,90007,9509,High
i8,2023,Middle East,Blue,Diesel,Automatic,4.2,17510,101743,3548,Low
i8,2021,Africa,Silver,Electric,Automatic,4.7,28406,107838,140,Low
M3,2016,Asia,Blue,Electric,Manual,1.5,4969,88968,6350,Low
i3,2018,Middle East,Red,Electric,Automatic,2.8,102491,100941,2279,Low
X6,2024,Asia,White,Petrol,Manual,2.9,180669,77190,3021,Low
7 Series,2011,Middle East,Silver,Electric,Manual,3.7,155677,106109,7942,High
i3,2019,North America,Silver,Electric,Manual,2.5,197288,113276,6144,Low
i8,2016,Middle East,Blue,Hybrid,Manual,2.8,54344,95303,8205,High
5 Series,2021,South America,Black,Electric,Automatic,2.9,179898,78435,1271,Low
X5,2020,Middle East,Silver,Diesel,Manual,2.1,43998,106313,8286,High
i3,2013,Africa,Grey,Diesel,Automatic,3.1,122748,102947,9935,High
i8,2016,Middle East,Silver,Diesel,Automatic,1.6,190642,89560,5157,Low
i8,2021,Asia,White,Diesel,Manual,2.0,97850,112864,9004,High
X3,2022,South America,Blue,Hybrid,Manual,4.1,185471,91725,7664,High
M3,2021,South America,Black,Electric,Automatic,4.6,112710,88612,9092,High
i3,2015,South America,Red,Hybrid,Manual,3.7,23033,112596,2550,Low
7 Series,2011,Europe,Blue,Electric,Automatic,2.9,101080,107494,5487,Low
3 Series,2016,Africa,Black,Hybrid,Automatic,2.5,92224,115480,3212,Low
M5,2023,Africa,Grey,Electric,Automatic,2.0,29101,76803,5646,Low
5 Series,2018,Asia,Red,Diesel,Automatic,4.9,174910,100848,8459,High
X5,2023,South America,Grey,Electric,Automatic,2.6,90577,96905,7518,High
3 Series,2013,South America,White,Diesel,Manual,2.4,34875,112980,103,Low
M3,2012,Europe,Grey,Diesel,Automatic,1.7,115471,71947,2157,Low
X3,2018,Europe,Red,Electric,Automatic,2.4,169778,75304,6211,Low
i8,2020,Europe,Red,Diesel,Manual,4.4,14301,74797,505,Low
X3,2023,Middle East,Silver,Petrol,Automatic,2.7,118582,118154,1951,Low
X1,2022,Middle East,White,Petrol,Manual,3.3,168956,74511,5161,Low
X1,2015,North America,White,Electric,Automatic,1.6,19480,88635,7623,High
X3,2016,South America,Blue,Hybrid,Manual,1.8,106523,73559,6356,Low
X6,2014,North America,Blue,Hybrid,Manual,1.8,193535,103023,3976,Low
5 Series,2012,Middle East,White,Electric,Automatic,4.9,89074,83845,5645,Low
3 Series,2010,North America,Blue,Diesel,Manual,4.8,14170,72754,5379,Low
3 Series,2017,South America,Blue,Diesel,Manual,3.0,85234,92706,1749,Low
7 Series,2012,Asia,White,Petrol,Automatic,2.7,180106,84264,7145,High
X3,2018,North America,Red,Petrol,Manual,3.2,10154,119560,1760,Low
X3,2021,Middle East,Silver,Petrol,Automatic,2.3,102222,72705,6084,Low
X6,2020,North America,Silver,Hybrid,Manual,3.6,93525,100704,6375,Low
5 Series,2011,North America,Blue,Petrol,Automatic,2.8,124888,73487,6885,Low
i3,2018,Africa,White,Petrol,Manual,3.9,191334,98972,8893,High
i3,2015,North America,Red,Hybrid,Automatic,4.9,96285,107633,2232,Low
5 Series,2014,Asia,Black,Diesel,Automatic,1.8,35884,71117,4559,Low
7 Series,2022,Africa,Silver,Petrol,Manual,3.5,137936,97711,2722,Low
X1,2013,Africa,Red,Petrol,Manual,2.7,91911,88806,9115,High
3 Series,2014,Europe,Blue,Hybrid,Manual,1.8,5017,85113,2258,Low
i8,2011,Africa,Blue,Petrol,Automatic,4.5,118853,94786,7579,High
M3,2017,Middle East,Grey,Hybrid,Automatic,4.2,42059,74717,6652,Low
X3,2019,Asia,Red,Diesel,Manual,3.8,36012,91377,7340,High
X3,2016,North America,Grey,Diesel,Manual,3.4,119156,116848,7635,High
i8,2011,Africa,White,Hybrid,Manual,5.0,165331,103028,8572,High
X3,2012,South America,Black,Diesel,Automatic,2.0,93703,108675,9347,High
M3,2018,South America,Silver,Hybrid,Manual,2.3,59535,97840,2687,Low
M5,2012,North America,Black,Diesel,Automatic,2.5,68746,78383,2236,Low
M3,2020,North America,Black,Diesel,Manual,2.5,172496,114072,5855,Low
M5,2018,Africa,White,Electric,Manual,4.2,105515,88354,8950,High
5 Series,2010,Asia,White,Hybrid,Automatic,3.9,125575,97256,6031,Low
X1,2011,Middle East,Red,Hybrid,Manual,2.0,159702,70585,4672,Low
i3,2019,Middle East,Grey,Diesel,Manual,5.0,51323,96630,1296,Low
X6,2023,Middle East,White,Electric,Manual,3.8,111936,95733,5225,Low
M3,2012,North America,Blue,Hybrid,Manual,4.4,191610,85856,5969,Low
3 Series,2012,Europe,Blue,Petrol,Manual,3.6,157910,81127,6645,Low
X6,2011,Middle East,White,Petrol,Manual,1.7,98508,95139,1560,Low
M5,2017,South America,Grey,Hybrid,Manual,2.7,74259,110746,9952,High
7 Series,2017,Europe,Black,Petrol,Manual,2.6,88418,108466,7496,High
X3,2017,Africa,Blue,Electric,Automatic,4.0,115699,94794,2604,Low
X3,2011,Africa,Black,Hybrid,Automatic,3.5,125488,73688,6635,Low
M3,2020,Europe,Black,Petrol,Automatic,2.3,424,104787,7616,High
X3,2021,Asia,Silver,Electric,Manual,2.1,198704,112214,1489,Low
X1,2014,South America,White,Electric,Manual,1.6,110794,99293,8669,High
i8,2016,North America,Silver,Electric,Automatic,2.3,79046,85801,4160,Low
X6,2017,Asia,Red,Petrol,Manual,3.7,59211,97291,8813,High
X5,2018,Africa,White,Hybrid,Manual,2.0,139587,107463,8056,High
i8,2018,North America,White,Diesel,Automatic,5.0,129723,95683,4116,Low
7 Series,2022,South America,White,Petrol,Automatic,3.7,58945,97384,6639,Low
M5,2011,North America,Black,Diesel,Automatic,4.4,182090,82724,6317,Low
X1,2010,Europe,Black,Diesel,Manual,3.4,86742,84466,3058,Low
M5,2021,Europe,Blue,Hybrid,Automatic,2.1,123826,76425,8305,High
i8,2012,Europe,Blue,Diesel,Manual,3.5,159254,99855,9997,High
M5,2016,Middle East,Red,Electric,Manual,4.4,139244,81186,4322,Low
M5,2019,Asia,Blue,Diesel,Automatic,3.0,142941,93319,9280,High
i8,2021,South America,Black,Hybrid,Automatic,1.7,624,114478,936,Low
X3,2019,Africa,Blue,Hybrid,Manual,2.3,39481,82228,859,Low
X3,2012,North America,Red,Hybrid,Automatic,4.7,196929,112344,3824,Low
M3,2014,Asia,Red,Electric,Manual,3.3,51445,94110,8103,High
X3,2013,Middle East,White,Petrol,Automatic,4.3,90860,98282,1995,Low
X1,2022,Europe,Silver,Electric,Manual,2.4,140388,84019,264,Low
7 Series,2022,North America,Blue,Electric,Automatic,2.6,142512,95777,7417,High
i3,2012,Asia,White,Petrol,Manual,4.2,79171,102376,8834,High
7 Series,2021,Africa,Silver,Petrol,Automatic,3.0,6405,79885,3141,Low
5 Series,2017,South America,White,Hybrid,Automatic,4.3,176150,90359,777,Low
i3,2022,Middle East,Black,Hybrid,Manual,4.2,162879,93895,2433,Low
M5,2021,North America,Grey,Electric,Manual,2.2,197976,109450,4614,Low
X3,2013,North America,Red,Electric,Manual,3.0,105976,75345,4714,Low
i8,2014,Africa,Black,Diesel,Manual,3.8,55547,98054,204,Low
i8,2014,Middle East,Blue,Electric,Automatic,1.7,121712,86799,1949,Low
X5,2024,South America,Red,Electric,Manual,2.7,91051,107816,9144,High
X3,2021,Africa,Black,Electric,Automatic,4.6,154735,93024,1187,Low
M3,2012,North America,Silver,Electric,Manual,4.2,20878,99706,4806,Low
X5,2010,Africa,Blue,Diesel,Automatic,2.7,75674,99981,7696,High
X3,2021,South America,Grey,Petrol,Manual,3.7,80393,101210,6422,Low
7 Series,2013,North America,Black,Petrol,Manual,4.0,23490,99182,1976,Low
5 Series,2018,Asia,Grey,Hybrid,Manual,4.1,80614,93917,558,Low
7 Series,2011,North America,White,Hybrid,Manual,3.1,169893,85366,6049,Low
X3,2024,Africa,Blue,Hybrid,Automatic,4.9,114500,75423,9553,High
5 Series,2024,Africa,Grey,Petrol,Automatic,3.0,26143,119642,882,Low
7 Series,2016,Asia,White,Hybrid,Automatic,4.1,35915,116201,5516,Low
M5,2011,Africa,Black,Petrol,Automatic,1.8,113955,73440,7304,High
7 Series,2015,Middle East,Black,Diesel,Manual,3.7,19126,111379,9102,High
i8,2012,North America,Silver,Hybrid,Automatic,2.7,84805,110046,3155,Low
X3,2021,South America,White,Hybrid,Manual,3.5,18316,114438,6921,Low
X3,2018,North America,White,Diesel,Manual,1.9,22705,116840,5741,Low
M5,2012,South America,Black,Diesel,Manual,3.4,63198,100979,1342,Low
M3,2010,Europe,White,Hybrid,Automatic,3.1,14089,119943,3792,Low
3 Series,2014,South America,Grey,Electric,Manual,4.2,101670,70406,6151,Low
M3,2017,Europe,Red,Petrol,Manual,3.2,140930,87383,6297,Low
i3,2024,Europe,Silver,Hybrid,Automatic,3.8,27628,118698,6148,Low
5 Series,2020,Europe,Blue,Hybrid,Automatic,5.0,197969,102091,1243,Low
5 Series,2011,Europe,Grey,Hybrid,Manual,2.7,102703,90963,5902,Low
3 Series,2023,Middle East,Grey,Hybrid,Automatic,3.9,192220,106129,7350,High
X5,2020,Africa,Black,Diesel,Automatic,2.1,150185,109254,8489,High
3 Series,2018,Middle East,Silver,Hybrid,Manual,4.3,29311,88771,4485,Low
3 Series,2016,Asia,Grey,Diesel,Manual,4.0,96409,107070,4509,Low
3 Series,2013,Middle East,Grey,Hybrid,Automatic,1.9,195317,80942,7384,High
X5,2010,South America,Blue,Diesel,Automatic,2.8,96074,112843,9692,High
7 Series,2022,Asia,Red,Diesel,Manual,3.2,49256,112056,3984,Low
3 Series,2010,Europe,Red,Petrol,Automatic,3.6,116212,99135,5270,Low
X6,2012,Europe,Red,Hybrid,Automatic,3.6,14955,92409,6285,Low
X5,2015,Asia,White,Hybrid,Manual,3.8,113239,108563,1431,Low
X6,2018,Middle East,Silver,Petrol,Manual,4.6,11754,87569,8359,High
i8,2013,Middle East,Grey,Diesel,Automatic,4.5,42356,77428,6838,Low
i8,2023,Europe,Silver,Diesel,Automatic,4.3,138114,94702,8066,High
5 Series,2011,South America,White,Petrol,Automatic,2.9,103275,115219,5740,Low
i3,2010,South America,Black,Diesel,Automatic,3.8,19417,112760,6126,Low
i8,2019,Asia,Blue,Hybrid,Automatic,3.5,160695,112320,1674,Low
3 Series,2020,Africa,Black,Hybrid,Manual,3.1,47258,110642,3520,Low
X3,2019,North America,Blue,Diesel,Manual,4.4,176142,84608,3407,Low
M5,2018,Europe,Blue,Hybrid,Manual,3.0,21663,81932,6813,Low
i3,2023,Europe,Red,Electric,Automatic,4.9,150127,95589,789,Low
X5,2010,South America,Red,Hybrid,Automatic,3.3,15592,79091,4191,Low
X5,2014,Europe,Blue,Hybrid,Automatic,1.9,199800,117043,4965,Low
i8,2020,North America,Red,Petrol,Manual,4.2,94568,71090,8952,High
3 Series,2017,South America,Grey,Hybrid,Manual,1.8,38235,98112,6407,Low
X3,2023,South America,White,Hybrid,Automatic,4.2,169669,118579,9786,High
M5,2011,North America,Black,Electric,Manual,2.8,131289,86355,1703,Low
X6,2012,Africa,Grey,Electric,Manual,3.9,115023,83296,8348,High
X6,2020,South America,Red,Hybrid,Manual,3.3,48847,88911,2830,Low
7 Series,2024,Asia,Black,Diesel,Manual,2.6,154235,81568,7447,High
3 Series,2016,Middle East,White,Petrol,Manual,3.5,29376,95211,9395,High
5 Series,2020,North America,White,Electric,Manual,2.3,8544,109383,3575,Low
7 Series,2012,North America,Silver,Hybrid,Automatic,3.9,142037,76380,3981,Low
X6,2017,Europe,Grey,Hybrid,Manual,4.6,129518,79527,1025,Low
X6,2017,Europe,Silver,Diesel,Automatic,3.7,87515,76900,1095,Low
X1,2018,Middle East,Blue,Electric,Manual,4.2,75441,79011,9870,High
5 Series,2017,North America,Grey,Hybrid,Manual,2.2,126207,76370,8222,High
X5,2012,Middle East,Grey,Diesel,Manual,1.8,70785,76523,9035,High
3 Series,2015,North America,Black,Hybrid,Manual,2.8,26510,88865,7651,High
X1,2018,Europe,Black,Electric,Automatic,4.0,109099,116335,8279,High
X5,2010,Africa,Red,Diesel,Manual,3.9,151211,85100,2808,Low
i8,2021,Middle East,Grey,Petrol,Automatic,2.9,192260,118795,7444,High
i8,2017,Asia,White,Petrol,Manual,4.3,13599,96127,6887,Low
X5,2015,Asia,Silver,Petrol,Automatic,2.0,195557,82560,7942,High
X3,2019,Europe,Silver,Petrol,Manual,4.3,192982,116499,8627,High
X5,2020,South America,Red,Petrol,Manual,2.8,26821,93720,4385,Low
5 Series,2020,Middle East,White,Hybrid,Manual,2.0,189615,77263,8182,High
X1,2017,South America,Grey,Hybrid,Automatic,2.1,17952,116910,9145,High
X5,2020,Europe,Blue,Electric,Manual,3.7,123521,115496,266,Low
M3,2015,Asia,Grey,Electric,Manual,2.1,12755,100334,5121,Low
5 Series,2018,Asia,White,Hybrid,Automatic,1.7,96053,91739,7921,High
i3,2014,South America,White,Diesel,Automatic,1.9,126105,115223,229,Low
X6,2012,Europe,Black,Electric,Automatic,4.3,189377,88349,2058,Low
5 Series,2010,Africa,Silver,Electric,Manual,4.6,56219,96082,4229,Low
X3,2019,Asia,Blue,Hybrid,Manual,2.6,56334,118740,6754,Low
i8,2024,Middle East,Grey,Petrol,Manual,2.6,66129,106205,3426,Low
M5,2011,South America,Silver,Petrol,Manual,5.0,197732,110587,4370,Low
5 Series,2012,South America,Silver,Electric,Automatic,4.9,150323,87967,8748,High
X1,2017,North America,White,Electric,Manual,4.5,77222,100865,6993,Low
3 Series,2012,Europe,Black,Electric,Automatic,3.7,146701,106370,1189,Low
X5,2012,North America,Black,Electric,Manual,2.4,74285,86132,233,Low
7 Series,2020,Europe,Blue,Electric,Automatic,4.3,24250,96167,2928,Low
M5,2013,Asia,Silver,Electric,Manual,3.4,57871,73250,740,Low
3 Series,2024,North America,Red,Hybrid,Manual,4.2,70352,110760,4669,Low
7 Series,2014,Asia,Black,Hybrid,Automatic,2.1,174815,74508,1678,Low
M5,2023,Asia,Blue,Hybrid,Automatic,2.7,141720,77807,9689,High
5 Series,2017,Europe,Blue,Petrol,Manual,3.6,116066,111593,4867,Low
X5,2017,North America,Black,Petrol,Automatic,1.8,92674,94075,854,Low
i3,2013,Europe,Red,Diesel,Automatic,4.7,66714,100633,6533,Low
X5,2022,Africa,Blue,Diesel,Automatic,3.7,45600,81635,3582,Low
i8,2013,Europe,Silver,Petrol,Manual,3.9,185012,103924,9358,High
i3,2019,North America,Red,Hybrid,Automatic,4.9,188880,77878,1132,Low
i3,2011,Asia,Grey,Electric,Manual,2.5,167878,87384,3572,Low
i3,2020,Europe,Red,Electric,Manual,1.8,188382,81101,7653,High
X6,2023,Europe,Silver,Hybrid,Manual,2.8,135649,119772,2332,Low
M5,2018,Middle East,Grey,Electric,Automatic,4.1,151856,116018,2056,Low
3 Series,2024,North America,Red,Petrol,Automatic,3.2,48283,80114,9444,High
i3,2020,North America,Grey,Petrol,Manual,3.2,164444,114763,3704,Low
i8,2016,South America,Red,Electric,Automatic,1.6,114762,70604,8140,High
X5,2024,Asia,Red,Petrol,Manual,4.8,51017,116752,4492,Low
i3,2010,Middle East,White,Electric,Automatic,1.6,116971,76845,4850,Low
M5,2012,Asia,Silver,Electric,Automatic,4.0,109005,102990,2229,Low
7 Series,2024,Asia,Grey,Hybrid,Manual,1.7,183508,97870,7154,High
i3,2013,Africa,Black,Hybrid,Manual,4.9,143047,114844,1523,Low
5 Series,2019,Africa,Grey,Petrol,Manual,2.7,142692,113428,8343,High
X1,2017,Europe,White,Diesel,Automatic,4.3,6555,103779,160,Low
3 Series,2018,Africa,Black,Electric,Manual,4.3,35512,99286,7544,High
X5,2011,North America,Blue,Hybrid,Automatic,1.8,67013,76578,3210,Low
7 Series,2014,Europe,Black,Petrol,Automatic,1.7,134882,119227,8622,High
X6,2015,North America,White,Petrol,Manual,4.3,193148,91864,4185,Low
X3,2022,Middle East,Black,Petrol,Automatic,2.6,59316,119421,5314,Low
X5,2011,Middle East,Blue,Petrol,Manual,4.6,138043,80193,6281,Low
M5,2022,Middle East,Red,Hybrid,Automatic,4.2,83521,76966,5895,Low
i3,2024,Africa,Silver,Petrol,Manual,2.6,68010,105840,2213,Low
X1,2023,South America,Blue,Petrol,Automatic,2.7,146209,112143,3906,Low
3 Series,2023,Asia,Grey,Petrol,Manual,2.2,117147,110083,1136,Low
X6,2019,Africa,White,Petrol,Automatic,4.4,43780,116077,4280,Low
3 Series,2024,Asia,Black,Diesel,Manual,3.6,98597,102371,6340,Low
X5,2017,Asia,Silver,Diesel,Automatic,3.6,110825,105677,7795,High
M5,2023,North America,Blue,Diesel,Manual,3.8,8621,104665,9433,High
7 Series,2024,Asia,Silver,Hybrid,Manual,2.6,111275,108555,6151,Low
X6,2014,Asia,Red,Diesel,Automatic,3.1,97453,72987,2080,Low
3 Series,2018,Asia,White,Hybrid,Manual,1.9,106227,91696,2632,Low
7 Series,2012,North America,Black,Electric,Manual,2.1,75584,119071,7883,High
5 Series,2024,South America,White,Electric,Manual,4.0,33793,100212,9826,High
i8,2018,Africa,Red,Petrol,Manual,4.3,129699,104919,1684,Low
M5,2013,Europe,White,Diesel,Automatic,4.6,64165,113478,3044,Low
M3,2017,Europe,Blue,Electric,Manual,2.6,157558,101539,1730,Low
X3,2012,South America,Blue,Petrol,Manual,3.0,84231,76109,2487,Low
X3,2023,North America,Silver,Petrol,Manual,1.5,57883,74554,7520,High
M3,2012,South America,Red,Electric,Manual,2.4,127909,86624,8024,High
M3,2013,South America,Black,Hybrid,Manual,3.3,42065,74005,360,Low
M3,2021,Asia,Blue,Diesel,Automatic,4.3,6894,90649,5977,Low
M3,2020,South America,White,Petrol,Automatic,4.0,21831,96323,1799,Low
X6,2012,Europe,Grey,Petrol,Automatic,1.9,179513,97403,9602,High
i3,2023,North America,White,Electric,Automatic,4.0,144830,92470,7475,High
i3,2015,Asia,Red,Electric,Manual,1.8,103276,118826,3443,Low
5 Series,2019,Africa,Grey,Hybrid,Automatic,1.7,170954,118770,6589,Low
X1,2010,North America,Blue,Diesel,Manual,2.2,199663,84958,3523,Low
3 Series,2016,Asia,Red,Petrol,Manual,3.3,191995,112050,4536,Low
M5,2016,Asia,Grey,Diesel,Automatic,2.2,167271,76191,2693,Low
X5,2024,Middle East,Red,Electric,Automatic,4.1,87028,75522,3398,Low
M3,2019,South America,Silver,Diesel,Manual,1.9,81901,91390,6490,Low
7 Series,2010,South America,Silver,Electric,Automatic,4.0,86198,112093,1194,Low
3 Series,2018,Europe,Silver,Diesel,Automatic,2.5,126290,114646,7173,High
X6,2024,Africa,Red,Diesel,Automatic,3.2,29664,75545,1075,Low
5 Series,2023,Asia,Grey,Petrol,Automatic,2.6,151394,77036,5458,Low
X6,2012,Africa,Grey,Petrol,Manual,2.3,12875,103262,1304,Low
M5,2016,Europe,White,Hybrid,Manual,4.3,159817,82193,4902,Low
X5,2015,Europe,Grey,Diesel,Automatic,1.8,26969,82657,981,Low
M5,2023,Europe,Grey,Electric,Manual,4.3,154266,96816,2613,Low
X6,2011,South America,Grey,Diesel,Manual,3.5,77288,86704,6670,Low
X5,2011,South America,Silver,Electric,Manual,1.7,93223,83651,6398,Low
5 Series,2024,South America,Blue,Hybrid,Automatic,1.7,118383,89625,4696,Low
X1,2021,Europe,Red,Petrol,Manual,2.5,133939,75116,1227,Low
7 Series,2020,North America,White,Electric,Manual,2.4,107231,116264,3670,Low
i3,2019,Asia,Red,Hybrid,Automatic,3.5,50119,88854,3281,Low
X5,2012,Asia,Silver,Diesel,Automatic,3.9,58274,75768,1291,Low
X6,2010,Europe,Silver,Electric,Automatic,4.5,12336,86582,4092,Low
X5,2016,Asia,Silver,Electric,Manual,1.6,101517,106825,963,Low
i8,2011,Asia,Black,Electric,Manual,4.1,187524,74049,6530,Low
i8,2018,North America,Red,Diesel,Automatic,2.0,2079,92980,6205,Low
5 Series,2013,Africa,White,Hybrid,Manual,2.7,43735,104272,9126,High
7 Series,2019,Africa,Grey,Electric,Manual,1.8,107413,90661,5169,Low
5 Series,2018,Middle East,Red,Hybrid,Automatic,4.5,124448,116448,2152,Low
M5,2017,South America,White,Petrol,Manual,1.9,159407,103878,5544,Low
X6,2012,South America,White,Diesel,Automatic,3.0,66871,90071,6334,Low
X1,2010,Africa,Grey,Electric,Manual,4.9,122941,102919,3293,Low
X5,2014,North America,Silver,Hybrid,Automatic,4.4,89873,110813,9169,High
3 Series,2010,South America,Black,Electric,Manual,3.0,97719,95957,6121,Low
7 Series,2019,Middle East,Black,Electric,Automatic,3.8,65199,78104,2304,Low
X1,2018,South America,Black,Electric,Automatic,4.9,176986,102256,5583,Low
X1,2015,Africa,Black,Diesel,Manual,2.4,13700,84347,4759,Low
X6,2020,South America,Silver,Petrol,Automatic,4.8,2701,110115,1181,Low
M5,2011,Middle East,Silver,Petrol,Automatic,2.0,64808,73906,5929,Low
i3,2024,North America,Blue,Petrol,Automatic,4.0,36027,96529,5599,Low
i3,2023,Europe,Grey,Diesel,Manual,1.6,113969,72051,1564,Low
M5,2021,North America,Blue,Hybrid,Manual,2.6,91200,71470,6745,Low
3 Series,2024,South America,Red,Electric,Manual,4.9,57873,83219,407,Low
i8,2018,Africa,Red,Diesel,Automatic,1.7,183313,97857,2413,Low
i3,2015,Middle East,Blue,Diesel,Automatic,2.1,160757,71593,8494,High
7 Series,2017,Middle East,White,Petrol,Manual,3.0,118392,96157,2614,Low
M5,2021,South America,Silver,Petrol,Manual,1.7,193098,89966,7438,High
3 Series,2011,Africa,Black,Electric,Manual,3.5,53426,92955,5500,Low
i8,2022,South America,Blue,Diesel,Manual,4.3,20003,94084,9637,High
3 Series,2024,Asia,Red,Hybrid,Automatic,4.2,46980,94964,7268,High
M5,2013,Europe,Blue,Hybrid,Automatic,3.8,177697,114919,9924,High
X5,2015,Asia,Grey,Diesel,Manual,4.7,10720,95784,5848,Low
X6,2024,Europe,Silver,Petrol,Automatic,3.3,95184,98844,5536,Low
7 Series,2011,Middle East,Black,Hybrid,Manual,2.4,19315,93947,3541,Low
5 Series,2010,Middle East,Black,Hybrid,Manual,2.5,54952,75942,8138,High
X3,2020,South America,Silver,Diesel,Manual,3.2,52924,71548,3288,Low
i3,2019,Europe,Grey,Petrol,Automatic,4.4,14026,95471,3178,Low
X3,2012,North America,Red,Diesel,Manual,1.6,107248,82216,9233,High
i3,2018,North America,Blue,Hybrid,Automatic,4.8,89337,116658,9127,High
5 Series,2015,Europe,Grey,Diesel,Automatic,4.7,116159,80395,7968,High
7 Series,2021,Europe,Blue,Electric,Manual,4.7,181362,92002,8263,High
3 Series,2015,Middle East,Blue,Diesel,Manual,1.7,97656,79885,5876,Low
X1,2014,South America,Blue,Hybrid,Manual,4.7,31558,77808,149,Low
5 Series,2021,Middle East,White,Petrol,Manual,2.1,43413,109290,9085,High
i8,2013,Asia,Grey,Diesel,Manual,2.6,52959,96858,9397,High
